name,address,postcode,indicator,postcode_used,lat,lng
LiHO @ Bedok Mall,"Bedok Mall #B2-K16,311 New Upper Changi Road, 467360",467360,Liho,467360,1.352083,103.819836
LiHO @ Admiralty Place,"HDB Admiralty Place #01-15,677 Woodlands Avenue 6, 730677",730677,Liho,730677,1.439313,103.801863
LiHO @ Fairprice Hub,"Fairprice Hub #02-31 ,1 Joo Koon Circle, 629117",629117,Liho,629117,1.352083,103.819836
LiHO @ One Km,"One KM #B1-K5 ,11 Tanjong Katong Road, 437157",437157,Liho,437157,1.352083,103.819836
LiHO @ Waterway Point,"Waterway Point (Shopping Centre) #B2-K10,83 Punggol Central, 828761",828761,Liho,828761,1.352083,103.819836
LiHO @ Sentosa Beach Station,"Gong Cha #01-K9,50 Beach View, 098604",098604,Liho,098604,1.251746,103.81854
LiHO @ Paragon,"Paragon #B1-39/40,290 Orchard Road, 238859",238859,Liho,238859,1.30451,103.836184
LiHO @ Suntec City Mall,"Suntec City Mall #03-379,3 Temasek Boulevard, 038983",038983,Liho,038983,1.295968,103.858967
LiHO @ 18 Tai Seng,"18 Tai Seng #B1-11,18 Tai Seng Street, 539775",539775,Liho,539775,1.3366773,103.8888736
LiHO @ Resorts World Sentosa,"Resorts World at Sentosa #01-83 ,8 Sentosa Gateway, 098269",098269,Liho,098269,1.256752,103.820331
Koi Cafe Group (S) Pte Ltd HDB Marine Parade Promenade,"HDB Marine Parade Promenade #01-562,83 Marine Parade Central, 440083",440083,Koi,440083,1.301769,103.906719
Koi Cafe Millenia Walk,"Millenia Walk #01-K12/K13,9 Raffles Boulevard, 039596",039596,Koi,039596,1.291601,103.860166
Koi Cafe Toa Payoh Central,"#01-562,190A Toa Payoh Central, 319196",319196,Koi,319196,1.333142,103.84961
Koi Cafe Compass Point,"Sengkang Mall #01-39,1 Sengkang Square, 545078",545078,Koi,545078,1.392272,103.894775
Koi Cafe VivoCity,"VivoCity #B2-26A,1 Harbourfront Walk, 098585",098585,Koi,098585,1.264613,103.823012
Koi Cafe Bugis+,"Bugis+ #01-01,201 Victoria Street, 188067",188067,Koi,188067,1.299629,103.854302
Koi Cafe Express City Square Mall,"City Square Mall #B1-K6,180 Kitchener Road, 208539",208539,Koi,208539,1.311403,103.85662
KOI Cafe Westgate,"Westgate #B1-27,3 Gateway Drive, 608532",608532,Koi,608532,1.352083,103.819836
KOI Cafe The Seletar Mall,"The Seletar Mall #B1-K6,33 Sengkang West Avenue, 797653",797653,Koi,797653,1.352083,103.819836
Koi Cafe Bedok Mall,"Bedok Mall #01-97,311 New Upper Changi Road, 467360",467360,Koi,467360,1.352083,103.819836
Koi Express Waterway Point,"Waterway Point (Shopping Centre) #B1-K2,83 Punggol Central, 828761",828761,Koi,828761,1.352083,103.819836
Koi Cafe Lucky Plaza,"Lucky Plaza #01 - 015B,304 Orchard Road, 238863",238863,Koi,238863,1.30436,103.833751
Golden Village Multiplex Pte Ltd,"Plaza Singapura #07-01,68 Orchard Road, 238839",238839,GV Cinema,238839,1.301016,103.845411
"Golden Village Cinema, Marina Square","Marina Square #03-01,6 Raffles Boulevard, 039594",039594,GV Cinema,039594,1.290989,103.857422
"Golden Village Cinema, Tiong Bahru Plaza","Tiong Bahru Plaza #04-03/04,302 Tiong Bahru Road, 168732",168732,GV Cinema,168732,1.286145,103.827342
"Golden Village Cinema, Great World City","Great World City #03-39/40,1 Kim Seng Promenade, 237994",237994,GV Cinema,237994,1.293984,103.832088
"Golden Village Cinema, Katong","I12 Katong #04-09,112 East Coast Road, 428802",428802,GV Cinema,428802,1.305511,103.904622
"Golden Village Cinema, Tampines Mall","Tampines Mall #04-17/18,4 Tampines Central 5, 529510",529510,GV Cinema,529510,1.3526609,103.945245
"Golden Village Cinema, Junction 8 Shopping Centre","Junction 8 Shopping Centre #04-03 ,9 Bishan Place, 579837",579837,GV Cinema,579837,1.349971,103.848794
"Golden Village Cinema, Jurong Point","Jurong Point #03-25B/26,1 Jurong West Central 2, 648886",648886,GV Cinema,648886,1.339874,103.706464
"Golden Village Cinema, Golden Village - Yishun Ten","Golden Village - Yishun Ten51 Yishun Central 1, 768794",768794,GV Cinema,768794,1.4300139,103.836348
"Golden Village Cinema, VivoCity","VivoCity #02-30 & #03-04,1 Harbourfront Walk, 098585",098585,GV Cinema,098585,1.264613,103.823012
"Golden Village Multiplex Pte Ltd, City Square Mall","City Square Mall #05-01/03,180 Kitchener Road, 208539",208539,GV Cinema,208539,1.311403,103.85662
Golden Village Marina,"Golden Village - Marina #03-01,5A Raffles Avenue, 039801",039801,GV Cinema,039801,1.290272,103.859058
"Golden Village Cinema, Paya Lebar","Singapore Post Centre #03-107,10 Eunos Road 8, 408600",408600,GV Cinema,408600,1.319291,103.894819
McDonald's *SCAPE Park,"*SCAPE #02-43,2 Orchard Link, 237978",237978,McDonalds,237978,1.3010489,103.835327
McDonald's Marina Square,"Marina Square #02-156/157/166 ,6 Raffles Boulevard, 039594",039594,McDonalds,039594,1.290989,103.857422
McDonald's Boat Quay,"1 South Canal Road, 048508",048508,McDonalds,048508,1.285611,103.848893
McDonald's Clifford Centre,"Clifford Centre #B1-01/10,24 Raffles Place, 048621",048621,McDonalds,048621,1.283847,103.852123
McDonald's People%u2019s Park,"People's Park Complex #01-69 to 75 ,1 Park Road, 059108",059108,McDonalds,059108,1.284095,103.8425309
McDonald's Chinatown Point,"Chinatown Point #01-03,133 New Bridge Road, 059413",059413,McDonalds,059413,1.285202,103.8449399
McDonald's Lucky China Town Point,"Lucky Chinatown #01-10 to 14,211 New Bridge Road, 059432",059432,McDonalds,059432,1.283639,103.843311
McDonald's SpringLeaf Tower,"Springleaf Tower #01-03,3 Anson Road, 079909",079909,McDonalds,079909,1.27518,103.84624
McDonald's HarbourFront Centre,"Harbourfront Centre #01-87 to 89,1 Maritime Square, 099253",099253,McDonalds,099253,1.264553,103.819304
McDonald's Singapore Polytechnic 2,"Singapore Polytechnic #01-13 Teaching Block 16 ,500 Dover Road, 139651",139651,McDonalds,139651,1.309126,103.78126
McDonald's Queensway Shopping Centre,"Queensway Shopping Centre #02-46,1 Queensway, 149053",149053,McDonalds,149053,1.287777,103.803474
McDonald's Queensway,"Ridout Tea Garden #01-580,580 Queensway, 149066",149066,McDonalds,149066,1.304187,103.80208
McDonald's Tiong Bahru Plaza,"Tiong Bahru Plaza #01-145 to 147?,302 Tiong Bahru Road, 168732",168732,McDonalds,168732,1.286145,103.827342
McDonald's Raffles City,"Raffles City Shopping Centre #01-49 to 51,252 North Bridge Road, 179103",179103,McDonalds,179103,1.294149,103.852807
McDonald's Bugis Junction,"Bugis Junction #01-66,200 Victoria Street, 188021",188021,McDonalds,188021,1.299369,103.854921
McDonald's Parklane,"Parklane Shopping Mall #B1-38,35 Selegie Road, 188307",188307,McDonalds,188307,1.300626,103.849458
McDonald's North Bridge Road (NBR),"KH KEA Building #01-00 & #02-00,333 North Bridge Road, 188721",188721,McDonalds,188721,1.295896,103.853543
McDonald's Great World City,"Great World City #01-24 to 26,1 Kim Seng Promenade, 237994",237994,McDonalds,237994,1.293984,103.832088
McDonald's Plaza Singapura,"Plaza Singapura #B1-23/24,68 Orchard Road, 238839",238839,McDonalds,238839,1.301016,103.845411
McDonald's LIDO,"Shaw House #05-12/13 and #05/21,350 Orchard Road, 238868",238868,McDonalds,238868,1.305487,103.831573
